Pais_de_Proveniencia,Aduana de Ingreso, Fecha de la Poliza,Partida Arancelaria,Modelo del Vehiculo,Marca,Linea,Centimetros Cubicos,Distintivo,Tipo de Vehiculo,Tipo de Importador,Tipo Combustible,Asientos,Puertas,Tonelaje,Valor CIF,Impuesto,Impuesto;
JAPON,SANTO TOMAS DE CASTILLA,06/01/2017, 8703236900,2003,MAZDA,PROTEGE5,2000,LIVIANO,CAMIONETILLA,OCASIONAL,GASOLINA,5,4,0,9564.14,1147.7,;
JAPON,PUERTO BARRIOS,12/12/2016, 87032269,2014,MAZDA,MAZDA2 SPORT,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,20203.96,2424.48,;
JAPON,EL CARMEN,13/12/2016, 87032369,2000,MAZDA,PROTEGE LX,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,17855.71,2142.69,;
JAPON,TECUN UMAN,13/12/2016, 87032269,2011,MAZDA,MAZDA2,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,18065.78,2167.89,;
JAPON,PUERTO BARRIOS,13/12/2016, 87032379,2012,MAZDA,CX-7 4X2,2500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,25043.35,3005.2,;
JAPON,TECUN UMAN,23/12/2016, 87032374,2007,MAZDA,MAZDA5,2300,LIVIANO,MICROBUS,OCASIONAL,GASOLINA,7,4,0,13148.26,1577.79,;
JAPON,TECUN UMAN,23/12/2016, 87032369,2015,MAZDA,MAZDA3,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,29798.66,3575.84,;
JAPON,TECUN UMAN,24/12/2016, 87032379,2008,MAZDA,CX-7 AWD,2300,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,23621.8,2834.62,;
JAPON,TECUN UMAN,24/12/2016, 87032379,2006,MAZDA,MAZDA5,2300,LIVIANO,MICROBUS,OCASIONAL,GASOLINA,6,4,0,19316.72,2318.01,;
JAPON,TECUN UMAN,24/12/2016, 87032379,2008,MAZDA,MAZDA3,2300,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,28450.98,3414.12,;
JAPON,EL CARMEN,24/12/2016, 87032369,2004,MAZDA,MAZDA3 s,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,23808.98,2857.08,;
JAPON,TECUN UMAN,24/12/2016, 87032369,2012,MAZDA,MAZDA3 i,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,13611.55,1633.39,;
JAPON,PUERTO BARRIOS,06/01/2017, 8703236900,2011,MAZDA,MAZDA3 I SPORT,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,17876.53,2145.18,;
JAPON,PUERTO BARRIOS,05/01/2017, 8703226900,2011,MAZDA,MAZDA2 SPORT,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,21320.43,2558.45,;
JAPON,PUERTO BARRIOS,05/01/2017, 8703236900,2013,MAZDA,MAZDA3 I TOURING,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,19658.9,2359.07,;
JAPON,TECUN UMAN,07/01/2017, 8703236900,2013,MAZDA,CX-5 TOURING 2WD,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,30645.99,3677.52,;
JAPON,TECUN UMAN,22/12/2016, 87032369,2012,MAZDA,MAZDA3 i Touring,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,15337.14,1840.46,;
JAPON,EL CARMEN,21/12/2016, 87043151,1986,MAZDA,B2000 4X2 CAB PLUS SE-5,2000,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,21515.33,2581.84,;
JAPON,TECUN UMAN,13/12/2016, 87032369,2013,MAZDA,CX-5 AWD,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,39073.02,4688.76,;
JAPON,PUERTO BARRIOS,13/12/2016, 87032379,2010,MAZDA,MAZDA3 S GRAND TOURING,2500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,15065.02,1807.8,;
JAPON,TECUN UMAN,13/12/2016, 87032374,2010,MAZDA,MAZDA5,2300,LIVIANO,MICROBUS,OCASIONAL,GASOLINA,7,4,0,21757.25,2610.87,;
JAPON,EL CARMEN,28/12/2016, 87032369,2008,MAZDA,MAZDA3i,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,11371.64,1364.6,;
JAPON,PUERTO BARRIOS,21/12/2016, 87032379,2010,MAZDA,MAZDA5,2300,LIVIANO,MICROBUS,OCASIONAL,GASOLINA,6,4,0,17502.91,2100.35,;
JAPON,PUERTO BARRIOS,13/12/2016, 87032369,1999,MAZDA,PROTEGE LX,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,8387.8,1006.54,;
JAPON,PUERTO BARRIOS,28/12/2016, 87032369,2010,MAZDA,MAZDA3 I,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,13119.15,1574.3,;
TAILANDIA,PUERTO QUETZAL,15/12/2016, 87042159,2017,MAZDA,BT-50 DBL CAB 4X4 TURBO,2200,LIVIANO,PICK UP,DISTRIBUIDOR,DIESEL,5,4,1,807050.05,96846.01,;
TAILANDIA,PUERTO QUETZAL,15/12/2016, 87042159,2017,MAZDA,BT-50 DBL CAB 4X4 TURBO,2200,LIVIANO,PICK UP,DISTRIBUIDOR,DIESEL,5,4,1,807050.05,96846.01,;
TAILANDIA,PUERTO QUETZAL,15/12/2016, 87042159,2017,MAZDA,BT-50 DBL CAB 4X4 TURBO,2200,LIVIANO,PICK UP,DISTRIBUIDOR,DIESEL,5,4,1,807050.05,96846.01,;
TAILANDIA,PUERTO QUETZAL,15/12/2016, 87042159,2017,MAZDA,BT-50 DBL CAB 4X4 TURBO,2200,LIVIANO,PICK UP,DISTRIBUIDOR,DIESEL,5,4,1,807050.05,96846.01,;
TAILANDIA,PUERTO QUETZAL,15/12/2016, 87042159,2017,MAZDA,BT-50 DBL CAB 4X4 TURBO,2200,LIVIANO,PICK UP,DISTRIBUIDOR,DIESEL,5,4,1,807050.05,96846.01,;
TAILANDIA,PUERTO QUETZAL,15/12/2016, 87042159,2017,MAZDA,BT-50 DBL CAB 4X4 TURBO,2200,LIVIANO,PICK UP,DISTRIBUIDOR,DIESEL,5,4,1,150324.91,18038.99,;
TAILANDIA,PUERTO QUETZAL,15/12/2016, 87042159,2017,MAZDA,BT-50 DBL CAB 4X4 TURBO,2200,LIVIANO,PICK UP,DISTRIBUIDOR,DIESEL,5,4,1,422851.54,50742.18,;
TAILANDIA,PUERTO QUETZAL,15/12/2016, 87042159,2017,MAZDA,BT-50 DBL CAB 4X4 TURBO,2200,LIVIANO,PICK UP,DISTRIBUIDOR,DIESEL,5,4,1,422851.54,50742.18,;
TAILANDIA,PUERTO QUETZAL,15/12/2016, 87042159,2017,MAZDA,BT-50 DBL CAB 4X4 TURBO,2200,LIVIANO,PICK UP,DISTRIBUIDOR,DIESEL,5,4,1,422851.54,50742.18,;
TAILANDIA,PUERTO QUETZAL,15/12/2016, 87042159,2017,MAZDA,BT-50 DBL CAB 4X4 TURBO,2200,LIVIANO,PICK UP,DISTRIBUIDOR,DIESEL,5,4,1,139782.17,16773.86,;
TAILANDIA,PUERTO QUETZAL,15/12/2016, 87042159,2017,MAZDA,BT-50 DBL CAB 4X4 TURBO,2200,LIVIANO,PICK UP,DISTRIBUIDOR,DIESEL,5,4,1,1714374.32,205724.92,;
TAILANDIA,PUERTO QUETZAL,15/12/2016, 87042159,2017,MAZDA,BT-50 DBL CAB 4X4 TURBO,2200,LIVIANO,PICK UP,DISTRIBUIDOR,DIESEL,5,4,1,1714374.32,205724.92,;
TAILANDIA,PUERTO QUETZAL,15/12/2016, 87042159,2017,MAZDA,BT-50 DBL CAB 4X4 TURBO,2200,LIVIANO,PICK UP,DISTRIBUIDOR,DIESEL,5,4,1,1714374.32,205724.92,;
TAILANDIA,PUERTO QUETZAL,15/12/2016, 87042159,2017,MAZDA,BT-50 DBL CAB 4X4 TURBO,2200,LIVIANO,PICK UP,DISTRIBUIDOR,DIESEL,5,4,1,1714374.32,205724.92,;
TAILANDIA,PUERTO QUETZAL,15/12/2016, 87042159,2017,MAZDA,BT-50 DBL CAB 4X4 TURBO,2200,LIVIANO,PICK UP,DISTRIBUIDOR,DIESEL,5,4,1,1714374.32,205724.92,;
TAILANDIA,PUERTO QUETZAL,15/12/2016, 87042159,2017,MAZDA,BT-50 DBL CAB 4X4 TURBO,2200,LIVIANO,PICK UP,DISTRIBUIDOR,DIESEL,5,4,1,1714374.32,205724.92,;
TAILANDIA,PUERTO QUETZAL,15/12/2016, 87042159,2017,MAZDA,BT-50 DBL CAB 4X4 TURBO,2200,LIVIANO,PICK UP,DISTRIBUIDOR,DIESEL,5,4,1,1714374.32,205724.92,;
TAILANDIA,PUERTO QUETZAL,15/12/2016, 87042159,2017,MAZDA,BT-50 DBL CAB 4X4 TURBO,2200,LIVIANO,PICK UP,DISTRIBUIDOR,DIESEL,5,4,1,1714374.32,205724.92,;
TAILANDIA,PUERTO QUETZAL,15/12/2016, 87042159,2017,MAZDA,BT-50 DBL CAB 4X4 TURBO,2200,LIVIANO,PICK UP,DISTRIBUIDOR,DIESEL,5,4,1,1714374.32,205724.92,;
TAILANDIA,PUERTO QUETZAL,15/12/2016, 87042159,2017,MAZDA,BT-50 DBL CAB 4X4 TURBO,2200,LIVIANO,PICK UP,DISTRIBUIDOR,DIESEL,5,4,1,1714374.32,205724.92,;
TAILANDIA,PUERTO QUETZAL,15/12/2016, 87042159,2017,MAZDA,BT-50 DBL CAB 4X4 TURBO,2200,LIVIANO,PICK UP,DISTRIBUIDOR,DIESEL,5,4,1,1714374.32,205724.92,;
TAILANDIA,PUERTO QUETZAL,15/12/2016, 87042159,2017,MAZDA,BT-50 DBL CAB 4X4 TURBO,2200,LIVIANO,PICK UP,DISTRIBUIDOR,DIESEL,5,4,1,1714374.32,205724.92,;
TAILANDIA,PUERTO QUETZAL,15/12/2016, 87042159,2017,MAZDA,BT-50 DBL CAB 4X4 TURBO,2200,LIVIANO,PICK UP,DISTRIBUIDOR,DIESEL,5,4,1,1152496.48,138299.58,;
TAILANDIA,PUERTO QUETZAL,15/12/2016, 87042159,2017,MAZDA,BT-50 DBL CAB 4X4 TURBO,2200,LIVIANO,PICK UP,DISTRIBUIDOR,DIESEL,5,4,1,1152496.48,138299.58,;
TAILANDIA,PUERTO QUETZAL,15/12/2016, 87042159,2017,MAZDA,BT-50 DBL CAB 4X4 TURBO,2200,LIVIANO,PICK UP,DISTRIBUIDOR,DIESEL,5,4,1,1152496.48,138299.58,;
TAILANDIA,PUERTO QUETZAL,15/12/2016, 87042159,2017,MAZDA,BT-50 DBL CAB 4X4 TURBO,2200,LIVIANO,PICK UP,DISTRIBUIDOR,DIESEL,5,4,1,1152496.48,138299.58,;
TAILANDIA,PUERTO QUETZAL,15/12/2016, 87042159,2017,MAZDA,BT-50 DBL CAB 4X4 TURBO,2200,LIVIANO,PICK UP,DISTRIBUIDOR,DIESEL,5,4,1,1152496.48,138299.58,;
TAILANDIA,PUERTO QUETZAL,15/12/2016, 87042159,2017,MAZDA,BT-50 DBL CAB 4X4 TURBO,2200,LIVIANO,PICK UP,DISTRIBUIDOR,DIESEL,5,4,1,1152496.48,138299.58,;
TAILANDIA,PUERTO QUETZAL,15/12/2016, 87042159,2017,MAZDA,BT-50 DBL CAB 4X4 TURBO,2200,LIVIANO,PICK UP,DISTRIBUIDOR,DIESEL,5,4,1,1152496.48,138299.58,;
TAILANDIA,PUERTO QUETZAL,15/12/2016, 87042159,2017,MAZDA,BT-50 DBL CAB 4X4 TURBO,2200,LIVIANO,PICK UP,DISTRIBUIDOR,DIESEL,5,4,1,1152496.48,138299.58,;
JAPON,TECUN UMAN,21/12/2016, 87032369,2006,MAZDA,MAZDA3 i,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,23008.52,2761.02,;
JAPON,EL CARMEN,21/12/2016, 87032369,2005,MAZDA,MAZDA3 i,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,12737.37,1528.48,;
ESTADOS UNIDOS,SANTO TOMAS DE CASTILLA,21/12/2016, 87043151,2002,MAZDA,B3000 DUAL SPORT CAB PLUS,3000,LIVIANO,PICK UP,OCASIONAL,GASOLINA,5,2,1,11430.02,1371.6,;
JAPON,SANTO TOMAS DE CASTILLA,21/12/2016, 87032379,2007,MAZDA,MAZDA3 S GRAND TOURING,2300,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,9412.96,1129.56,;
JAPON,EL CARMEN,21/12/2016, 87032369,2014,MAZDA,CX-5 SPORT 4X2,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,30629.46,3675.54,;
JAPON,PUERTO BARRIOS,13/12/2016, 87032369,2012,MAZDA,MAZDA3 I TOURING,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,16055.35,1926.64,;
JAPON,PUERTO BARRIOS,08/12/2016, 87032369,2009,MAZDA,MAZDA3 I,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,10860.62,1303.27,;
JAPON,PUERTO BARRIOS,08/12/2016, 87032379,2010,MAZDA,MAZDA3 S,2500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,10795.61,1295.47,;
JAPON,TECUN UMAN,22/12/2016, 87032369,2012,MAZDA,MAZDA 3i,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,27231.4,3267.77,;
JAPON,SANTO TOMAS DE CASTILLA,29/12/2016, 87032379,2016,MAZDA,CX-5 SPORT 4X2,2500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,58243.62,6989.23,;
JAPON,EL CARMEN,29/12/2016, 87032369,2002,MAZDA,PROTEGE5,2000,LIVIANO,CAMIONETILLA,OCASIONAL,GASOLINA,5,4,0,14916.32,1789.96,;
JAPON,PUERTO BARRIOS,29/12/2016, 87032379,2011,MAZDA,MAZDA3 S GRAND TOURING,2500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,20234.45,2428.13,;
JAPON,PUERTO BARRIOS,13/12/2016, 87032379,2015,MAZDA,MAZDA5 SPORT,2500,LIVIANO,MICROBUS,OCASIONAL,GASOLINA,6,4,0,34871.62,4184.59,;
JAPON,EL CARMEN,16/12/2016, 87032369,2008,MAZDA,MAZDA3,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,13447.96,1613.76,;
JAPON,EL CARMEN,23/12/2016, 87032369,2013,MAZDA,MAZDA3,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,21450.54,2574.06,;
JAPON,SANTO TOMAS DE CASTILLA,15/12/2016, 87032379,2010,MAZDA,CX-7 I SPORT FWD,2500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,18602.73,2232.33,;
JAPON,SANTO TOMAS DE CASTILLA,30/12/2016, 87032369,2007,MAZDA,MAZDA3 I,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,14555.26,1746.63,;
JAPON,PUERTO BARRIOS,30/12/2016, 87032369,2000,MAZDA,PROTEGE LX,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,12449.08,1493.89,;
JAPON,EL CARMEN,30/12/2016, 87032369,2013,MAZDA,3 i,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,23792.4,2855.09,;
JAPON,SANTO TOMAS DE CASTILLA,31/12/2016, 87032379,2008,MAZDA,MAZDA3 S,2300,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,11437.43,1372.49,;
JAPON,EL CARMEN,31/12/2016, 87032369,2006,MAZDA,MAZDA3 i,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,10869.43,1304.33,;
JAPON,TECUN UMAN,31/12/2016, 87032369,2002,MAZDA,PROTEGE5,2000,LIVIANO,CAMIONETILLA,OCASIONAL,GASOLINA,5,4,0,14141.55,1696.99,;
JAPON,PUERTO BARRIOS,21/12/2016, 87032269,2013,MAZDA,MAZDA2 TOURING,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,17279.5,2073.54,;
JAPON,PUERTO BARRIOS,06/01/2017, 8703237400,2000,MAZDA,MPV LX,2500,LIVIANO,MICROBUS,OCASIONAL,GASOLINA,7,4,0,6969.45,836.33,;
JAPON,PUERTO BARRIOS,04/01/2017, 8703226900,2013,MAZDA,MAZDA2 TOURING,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,9851.72,1182.21,;
MEXICO,PUERTO BARRIOS,23/12/2016, 87032369,2015,MAZDA,MAZDA3 I SPORT,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,10841.32,1300.96,;
JAPON,TECUN UMAN,02/01/2017, 8703236900,2002,MAZDA,PROTEGE LX,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,9665.9,1159.91,;
JAPON,G4; ALSERSA,06/01/2017, 8704315100,1990,MAZDA,B-SERIES B2600i,2600,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,13126.07,1575.13,
JAPON,TECUN UMAN,17/12/2016, 87032379,2009,MAZDA,CX-9,3700,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,7,4,0,31600.83,3792.1,;
JAPON,TECUN UMAN,28/12/2016, 87032369,2003,MAZDA,PROTEGE 5,2000,LIVIANO,CAMIONETILLA,OCASIONAL,GASOLINA,5,4,0,19012.67,2281.52,;
JAPON,TECUN UMAN,28/12/2016, 87032369,2010,MAZDA,MAZDA3 i,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,21334.94,2560.19,;
JAPON,PUERTO BARRIOS,13/12/2016, 87032369,2010,MAZDA,MAZDA3 i,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,11838.95,1420.67,;
JAPON,SANTO TOMAS DE CASTILLA,13/12/2016, 87032379,2012,MAZDA,MAZDA5 SPORT,2500,LIVIANO,MICROBUS,OCASIONAL,GASOLINA,6,4,0,15365.12,1843.81,;
JAPON,EL CARMEN,14/12/2016, 87032379,2008,MAZDA,MAZDA3 s TOURING,2300,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,18066.02,2167.92,;
ESTADOS UNIDOS,SANTO TOMAS DE CASTILLA,13/12/2016, 87032379,2008,MAZDA,MAZDA6 i,2300,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,12401.63,1488.2,;
JAPON,PUERTO BARRIOS,20/12/2016, 87032379,2010,MAZDA,MAZDA3 S,2500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,16457.07,1974.85,;
JAPON,SANTO TOMAS DE CASTILLA,20/12/2016, 87032369,2013,MAZDA,MAZDA3 I SPORT,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,20901.9,2508.23,;
JAPON,PUERTO BARRIOS,20/12/2016, 87032369,2007,MAZDA,MAZDA3 I,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,12385.76,1486.29,;
JAPON,TECUN UMAN,21/12/2016, 87032369,2000,MAZDA,PROTEGE LX,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,11803.07,1416.37,;
JAPON,PUERTO BARRIOS,20/12/2016, 87032369,2013,MAZDA,MAZDA3 I,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,19796.3,2375.56,;
JAPON,G4; ALSERSA,06/01/2017, 8703236900,2011,MAZDA,MAZDA 3I,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,20361.23,2443.35,
JAPON,TECUN UMAN,04/01/2017, 8703237900,2008,MAZDA,5,2300,LIVIANO,MICROBUS,OCASIONAL,GASOLINA,6,4,0,25555.5,3066.66,;
JAPON,PUERTO BARRIOS,10/12/2016, 87032379,2008,MAZDA,MAZDA3 S,2300,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,26884.01,3226.08,;
MEXICO,EL CARMEN,10/12/2016, 87032369,2016,MAZDA,MAZDA3i SPORT,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,32583.72,3910.05,;
JAPON,PUERTO BARRIOS,21/12/2016, 87032369,2013,MAZDA,MAZDA3i TOURING,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,17167.44,2060.09,;
JAPON,TECUN UMAN,22/12/2016, 87032269,2012,MAZDA,MAZDA2 SPORT,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,18810.97,2257.32,;
JAPON,TECUN UMAN,22/12/2016, 87032369,2014,MAZDA,MAZDA3I GRAND TOURING,2000,LIVIANO,CAMIONETILLA,OCASIONAL,GASOLINA,5,4,0,32571.48,3908.58,;
JAPON,SANTO TOMAS DE CASTILLA,22/12/2016, 87032269,2014,MAZDA,MAZDA2,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,28457.98,3414.96,;
JAPON,PUERTO BARRIOS,10/12/2016, 87032369,2002,MAZDA,PROTEGE DX,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,8110.26,973.23,;
JAPON,TECUN UMAN,21/12/2016, 87032369,2013,MAZDA,MAZDA3 i SPORT,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,19295.78,2315.49,;
JAPON,PUERTO QUETZAL,15/12/2016, 87032369,2017,MAZDA,CX-3 4X2,2000,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,5,5,0,260790.78,31294.89,;
JAPON,PUERTO QUETZAL,15/12/2016, 87032369,2017,MAZDA,CX-3 4X2,2000,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,5,5,0,260790.78,31294.89,;
JAPON,PUERTO QUETZAL,15/12/2016, 87032369,2017,MAZDA,CX-3 4X2,2000,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,5,5,0,1253776.86,150453.22,;
JAPON,PUERTO QUETZAL,15/12/2016, 87032369,2017,MAZDA,CX-3 4X2,2000,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,5,5,0,1253776.86,150453.22,;
JAPON,PUERTO QUETZAL,15/12/2016, 87032369,2017,MAZDA,CX-3 4X2,2000,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,5,5,0,1253776.86,150453.22,;
JAPON,PUERTO QUETZAL,15/12/2016, 87032369,2017,MAZDA,CX-3 4X2,2000,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,5,5,0,1253776.86,150453.22,;
JAPON,PUERTO QUETZAL,15/12/2016, 87032369,2017,MAZDA,CX-3 4X2,2000,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,5,5,0,1253776.86,150453.22,;
JAPON,PUERTO QUETZAL,15/12/2016, 87032369,2017,MAZDA,CX-3 4X2,2000,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,5,5,0,1253776.86,150453.22,;
JAPON,PUERTO QUETZAL,15/12/2016, 87032369,2017,MAZDA,CX-3 4X2,2000,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,5,5,0,1253776.86,150453.22,;
JAPON,PUERTO QUETZAL,15/12/2016, 87032369,2017,MAZDA,CX-3 4X2,2000,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,5,5,0,1253776.86,150453.22,;
JAPON,PUERTO QUETZAL,15/12/2016, 87032369,2017,MAZDA,CX-3 4X2,2000,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,5,5,0,1253776.86,150453.22,;
JAPON,PUERTO QUETZAL,15/12/2016, 87032369,2017,MAZDA,CX-3 4X2,2000,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,5,5,0,878833.69,105460.04,;
JAPON,PUERTO QUETZAL,15/12/2016, 87032369,2017,MAZDA,CX-3 4X2,2000,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,5,5,0,878833.69,105460.04,;
JAPON,PUERTO QUETZAL,15/12/2016, 87032369,2017,MAZDA,CX-3 4X2,2000,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,5,5,0,878833.69,105460.04,;
JAPON,PUERTO QUETZAL,15/12/2016, 87032369,2017,MAZDA,CX-3 4X2,2000,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,5,5,0,878833.69,105460.04,;
JAPON,PUERTO QUETZAL,15/12/2016, 87032369,2017,MAZDA,CX-3 4X2,2000,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,5,5,0,878833.69,105460.04,;
JAPON,PUERTO QUETZAL,15/12/2016, 87032369,2017,MAZDA,CX-3 4X2,2000,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,5,5,0,878833.69,105460.04,;
JAPON,PUERTO QUETZAL,15/12/2016, 87032369,2017,MAZDA,CX-3 4X2,2000,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,5,5,0,147961.43,17755.37,;
JAPON,PUERTO QUETZAL,15/12/2016, 87032369,2017,MAZDA,CX-3 4X4,2000,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,5,5,0,156180.61,18741.67,;
JAPON,PUERTO QUETZAL,15/12/2016, 87032379,2017,MAZDA,SEDAN 6,2500,LIVIANO,AUTOMOVIL,DISTRIBUIDOR,GASOLINA,5,4,0,159399.82,19127.98,;
JAPON,PUERTO QUETZAL,15/12/2016, 87032369,2017,MAZDA,CX-5 4X2,2000,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,5,5,0,531242.84,63749.14,;
JAPON,PUERTO QUETZAL,15/12/2016, 87032369,2017,MAZDA,CX-5 4X2,2000,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,5,5,0,531242.84,63749.14,;
JAPON,PUERTO QUETZAL,15/12/2016, 87032369,2017,MAZDA,CX-5 4X2,2000,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,5,5,0,531242.84,63749.14,;
JAPON,PUERTO QUETZAL,15/12/2016, 87032369,2017,MAZDA,CX-5 4X2,2000,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,5,5,0,531242.84,63749.14,;
JAPON,PUERTO QUETZAL,15/12/2016, 87032369,2017,MAZDA,CX-5 4X2,2000,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,5,5,0,134299.86,16115.98,;
JAPON,PUERTO QUETZAL,15/12/2016, 87032369,2017,MAZDA,CX-5 4X2,2000,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,5,5,0,147735.09,17728.21,;
JAPON,PUERTO BARRIOS,28/12/2016, 87032369,2012,MAZDA,MAZDA3 I TOURING,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,23647.5,2837.7,;
JAPON,EL CARMEN,04/01/2017, 8703236900,2007,MAZDA,MAZDA 3 i,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,11930.94,1431.71,;
